paper_id,material_id,raw_formula,normalized_formula,elements,is_known_alias,confidence,page,section,source_type
Article 8 2.pdf,MAT_15,Li7Nd3Be2O12,Li7Nd3Be2O12,"{""Li"": 7.0, ""Nd"": 3.0, ""Be"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8 2.pdf,MAT_16,Li7Ti3Sm2O12,Li7Sm2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""Sm"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8 2.pdf,MAT_17,Li7Mg3Y2O12,Li7Y2Mg3O12,"{""Li"": 7.0, ""Mg"": 3.0, ""Y"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8 2.pdf,MAT_18,Li7Ti3Nd2O12,Li7Nd2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""Nd"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8 2.pdf,MAT_19,Li7Ti3La2O12,Li7La2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""La"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8 2.pdf,MAT_20,SSW,WS2,"{""S"": 2.0, ""W"": 1.0}",False,0.5,13,Methods,Text
Article 8 2.pdf,MAT_21,NN,N2,"{""N"": 2.0}",False,0.5,13,Methods,Text
Article 8 2.pdf,MAT_22,Li6NBr3,Li6Br3N,"{""Li"": 6.0, ""N"": 1.0, ""Br"": 3.0}",False,0.5,14,Methods,Text
Article 8 2.pdf,MAT_23,Li2S,Li2S,"{""Li"": 2.0, ""S"": 1.0}",False,0.5,14,Methods,Text
Article 8 2.pdf,MAT_24,Li7PN4,Li7PN4,"{""Li"": 7.0, ""P"": 1.0, ""N"": 4.0}",False,0.5,14,Methods,Text
Article 8 2.pdf,MAT_25,LiH2PO4,LiP(HO2)2,"{""Li"": 1.0, ""H"": 2.0, ""P"": 1.0, ""O"": 4.0}",False,0.5,17,Methods,Text
Article 8 2.pdf,MAT_26,LiTi2(PO4)3,LiTi2(PO4)3,"{""Li"": 1.0, ""Ti"": 2.0, ""P"": 3.0, ""O"": 12.0}",False,0.5,17,Methods,Text
Article 8 2.pdf,MAT_27,LiPO3,LiPO3,"{""Li"": 1.0, ""P"": 1.0, ""O"": 3.0}",False,0.5,17,Methods,Text
Article 8 2.pdf,MAT_29,LCO,LiCoO2,"{""Li"": 1.0, ""Co"": 1.0, ""O"": 2.0}",True,0.5,18,Methods,Text
Article 8 2.pdf,MAT_30,LLZO,Li7La3Zr2O12,"{""Li"": 7.0, ""La"": 3.0, ""Zr"": 2.0, ""O"": 12.0}",True,0.5,18,Methods,Text
Article 8 2.pdf,MAT_31,PSO,PSO,"{""P"": 1.0, ""S"": 1.0, ""O"": 1.0}",False,0.5,18,Methods,Text
Article 8 2.pdf,MAT_11,COSNe,CSONe,"{""C"": 1.0, ""O"": 1.0, ""S"": 1.0, ""Ne"": 1.0}",False,0.3,11,Methods,Text
Article 8 2.pdf,MAT_28,DP,PH,"{""H"": 1.0, ""P"": 1.0}",False,0.3,17,Methods,Text
Article 8 2.pdf,MAT_32,Li3PO4,Li3PO4,"{""Li"": 3.0, ""P"": 1.0, ""O"": 4.0}",False,0.15,19,Methods,Text
Article 8 2.pdf,MAT_33,Li3PS4,Li3PS4,"{""Li"": 3.0, ""P"": 1.0, ""S"": 4.0}",False,0.15,21,Methods,Text
Article 8.pdf,MAT_2,LiF,LiF,"{""Li"": 1.0, ""F"": 1.0}",False,0.65,5,Metadata/Header,Text
Article 8.pdf,MAT_1,SEs,EsS,"{""S"": 1.0, ""Es"": 1.0}",False,0.5,1,Metadata/Header,Text
Article 8.pdf,MAT_3,BO,BO,"{""B"": 1.0, ""O"": 1.0}",False,0.5,5,Metadata/Header,Text
Article 8.pdf,MAT_4,Li10GeP2S12,Li10Ge(PS6)2,"{""Li"": 10.0, ""Ge"": 1.0, ""P"": 2.0, ""S"": 12.0}",False,0.5,6,Metadata/Header,Text
Article 8.pdf,MAT_5,Li3Sc2O3P12,Li3Sc2(P4O)3,"{""Li"": 3.0, ""Sc"": 2.0, ""O"": 3.0, ""P"": 12.0}",False,0.5,8,Methods,Text
Article 8.pdf,MAT_6,Li3VO4,Li3VO4,"{""Li"": 3.0, ""V"": 1.0, ""O"": 4.0}",False,0.5,8,Methods,Text
Article 8.pdf,MAT_7,Li2S2O7,Li2S2O7,"{""Li"": 2.0, ""S"": 2.0, ""O"": 7.0}",False,0.5,9,Methods,Text
Article 8.pdf,MAT_8,Li3ErCl6,Li3ErCl6,"{""Li"": 3.0, ""Er"": 1.0, ""Cl"": 6.0}",False,0.5,10,Methods,Text
Article 8.pdf,MAT_9,Li7Ti3Pm2O12,Li7Pm2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""Pm"": 2.0, ""O"": 12.0}",False,0.5,10,Methods,Text
Article 8.pdf,MAT_10,Li7La3Be2O12,Li7La3Be2O12,"{""Li"": 7.0, ""La"": 3.0, ""Be"": 2.0, ""O"": 12.0}",False,0.5,10,Methods,Text
Article 8.pdf,MAT_12,Li7Nd3B2O12,Li7Nd3(BO6)2,"{""Li"": 7.0, ""Nd"": 3.0, ""B"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_13,Li7Tm3Te2O12,Li7Tm3(TeO6)2,"{""Li"": 7.0, ""Tm"": 3.0, ""Te"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_14,Li7Y3Ce2O12,Li7Ce2Y3O12,"{""Li"": 7.0, ""Y"": 3.0, ""Ce"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_15,Li7Nd3Be2O12,Li7Nd3Be2O12,"{""Li"": 7.0, ""Nd"": 3.0, ""Be"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_16,Li7Ti3Sm2O12,Li7Sm2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""Sm"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_17,Li7Mg3Y2O12,Li7Y2Mg3O12,"{""Li"": 7.0, ""Mg"": 3.0, ""Y"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_18,Li7Ti3Nd2O12,Li7Nd2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""Nd"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_19,Li7Ti3La2O12,Li7La2Ti3O12,"{""Li"": 7.0, ""Ti"": 3.0, ""La"": 2.0, ""O"": 12.0}",False,0.5,11,Methods,Text
Article 8.pdf,MAT_20,SSW,WS2,"{""S"": 2.0, ""W"": 1.0}",False,0.5,13,Methods,Text
Article 8.pdf,MAT_21,NN,N2,"{""N"": 2.0}",False,0.5,13,Methods,Text
Article 8.pdf,MAT_22,Li6NBr3,Li6Br3N,"{""Li"": 6.0, ""N"": 1.0, ""Br"": 3.0}",False,0.5,14,Methods,Text
Article 8.pdf,MAT_23,Li2S,Li2S,"{""Li"": 2.0, ""S"": 1.0}",False,0.5,14,Methods,Text
Article 8.pdf,MAT_24,Li7PN4,Li7PN4,"{""Li"": 7.0, ""P"": 1.0, ""N"": 4.0}",False,0.5,14,Methods,Text
Article 8.pdf,MAT_25,LiH2PO4,LiP(HO2)2,"{""Li"": 1.0, ""H"": 2.0, ""P"": 1.0, ""O"": 4.0}",False,0.5,17,Methods,Text
Article 8.pdf,MAT_26,LiTi2(PO4)3,LiTi2(PO4)3,"{""Li"": 1.0, ""Ti"": 2.0, ""P"": 3.0, ""O"": 12.0}",False,0.5,17,Methods,Text
Article 8.pdf,MAT_27,LiPO3,LiPO3,"{""Li"": 1.0, ""P"": 1.0, ""O"": 3.0}",False,0.5,17,Methods,Text
Article 8.pdf,MAT_29,LCO,LiCoO2,"{""Li"": 1.0, ""Co"": 1.0, ""O"": 2.0}",True,0.5,18,Methods,Text
Article 8.pdf,MAT_30,LLZO,Li7La3Zr2O12,"{""Li"": 7.0, ""La"": 3.0, ""Zr"": 2.0, ""O"": 12.0}",True,0.5,18,Methods,Text
Article 8.pdf,MAT_31,PSO,PSO,"{""P"": 1.0, ""S"": 1.0, ""O"": 1.0}",False,0.5,18,Methods,Text
Article 8.pdf,MAT_11,COSNe,CSONe,"{""C"": 1.0, ""O"": 1.0, ""S"": 1.0, ""Ne"": 1.0}",False,0.3,11,Methods,Text
Article 8.pdf,MAT_28,DP,PH,"{""H"": 1.0, ""P"": 1.0}",False,0.3,17,Methods,Text
Article 8.pdf,MAT_32,Li3PO4,Li3PO4,"{""Li"": 3.0, ""P"": 1.0, ""O"": 4.0}",False,0.15,19,Methods,Text
Article 8.pdf,MAT_33,Li3PS4,Li3PS4,"{""Li"": 3.0, ""P"": 1.0, ""S"": 4.0}",False,0.15,21,Methods,Text
Article 9.pdf,MAT_9,DT,H2,"{""H"": 2.0}",False,0.85,3,Results,Text
Article 9.pdf,MAT_10,KNN,KN2,"{""K"": 1.0, ""N"": 2.0}",False,0.85,3,Results,Text
Article 9.pdf,MAT_1,NASICON,Na3Zr2Si2PO12,"{""Na"": 3.0, ""Zr"": 2.0, ""Si"": 2.0, ""P"": 1.0, ""O"": 12.0}",True,0.7,1,Metadata/Header,Text
Article 9.pdf,MAT_2,SSEs,EsS2,"{""S"": 2.0, ""Es"": 1.0}",False,0.7,1,Metadata/Header,Text
Article 9.pdf,MAT_15,Na8NVPF,Na8VPNF,"{""Na"": 8.0, ""N"": 1.0, ""V"": 1.0, ""P"": 1.0, ""F"": 1.0}",False,0.7,8,Conclusion,Text
Article 9.pdf,MAT_3,Na3V2(PO4)2F3,Na3V2P2O8F3,"{""Na"": 3.0, ""V"": 2.0, ""P"": 2.0, ""O"": 8.0, ""F"": 3.0}",False,0.65,1,Metadata/Header,Text
Article 9.pdf,MAT_4,DOI,HIO,"{""H"": 1.0, ""O"": 1.0, ""I"": 1.0}",False,0.65,1,Metadata/Header,Text
Article 9.pdf,MAT_8,NVPF,VPNF,"{""N"": 1.0, ""V"": 1.0, ""P"": 1.0, ""F"": 1.0}",False,0.65,2,Metadata/Header,Text
Article 9.pdf,MAT_6,ZrO2,ZrO2,"{""Zr"": 1.0, ""O"": 2.0}",False,0.55,2,Metadata/Header,Text
Article 9.pdf,MAT_11,Na3.5Zr1.5Lu0.5Si2PO12,Na3.5Lu0.5Zr1.5Si2P1O12,"{""Na"": 3.5, ""Zr"": 1.5, ""Lu"": 0.5, ""Si"": 2.0, ""P"": 1.0, ""O"": 12.0}",False,0.55,5,Supplementary,Text
Article 9.pdf,MAT_12,Na3PO4,Na3PO4,"{""Na"": 3.0, ""P"": 1.0, ""O"": 4.0}",False,0.55,5,Supplementary,Text
Article 9.pdf,MAT_13,DSm,SmH,"{""H"": 1.0, ""Sm"": 1.0}",False,0.55,5,Supplementary,Text
Article 9.pdf,MAT_5,NC,CN,"{""N"": 1.0, ""C"": 1.0}",False,0.5,1,Metadata/Header,Text
Article 9.pdf,MAT_7,sodium metal,Na,"{""Na"": 1.0}",True,0.15,2,Metadata/Header,Text
Article 9.pdf,MAT_14,DC,HC,"{""H"": 1.0, ""C"": 1.0}",False,0.05,8,Supplementary,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_1,CSD,HCS,"{""C"": 1.0, ""S"": 1.0, ""H"": 1.0}",False,0.65,3,Introduction,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_2,DT,H2,"{""H"": 2.0}",False,0.65,4,Introduction,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_7,DNN,HN2,"{""H"": 1.0, ""N"": 2.0}",False,0.65,6,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_8,NBO,BNO,"{""N"": 1.0, ""B"": 1.0, ""O"": 1.0}",False,0.65,8,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_12,BO,BO,"{""B"": 1.0, ""O"": 1.0}",False,0.65,12,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_3,FS,SF,"{""F"": 1.0, ""S"": 1.0}",False,0.5,5,Introduction,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_4,FCC,C2F,"{""F"": 1.0, ""C"": 2.0}",False,0.5,6,Introduction,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_5,SS,S,"{""S"": 2.0}",False,0.5,6,Introduction,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_6,CNN,CN2,"{""C"": 1.0, ""N"": 2.0}",False,0.5,6,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_9,BNN,BN2,"{""B"": 1.0, ""N"": 2.0}",False,0.5,9,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_10,KNN,KN2,"{""K"": 1.0, ""N"": 2.0}",False,0.5,9,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_13,NaCl,NaCl,"{""Na"": 1.0, ""Cl"": 1.0}",False,0.5,12,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_14,Y2Co17,Y2Co17,"{""Y"": 2.0, ""Co"": 17.0}",False,0.5,12,Methods,Text
Machine learning assisted materials design and discovery for rechargeable batteries.pdf,MAT_11,SVN,VSN,"{""S"": 1.0, ""V"": 1.0, ""N"": 1.0}",False,0.15,11,Methods,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_2,CSP,PCS,"{""C"": 1.0, ""S"": 1.0, ""P"": 1.0}",False,0.7,1,Supplementary,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_7,Li2SiS3,Li2SiS3,"{""Li"": 2.0, ""Si"": 1.0, ""S"": 3.0}",False,0.7,9,Conclusion,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_8,Li2GeS3,Li2GeS3,"{""Li"": 2.0, ""Ge"": 1.0, ""S"": 3.0}",False,0.7,9,Conclusion,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_9,Li4SiGeS6,Li4SiGeS6,"{""Li"": 4.0, ""Si"": 1.0, ""Ge"": 1.0, ""S"": 6.0}",False,0.7,9,Conclusion,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_10,Li4SiSnS6,Li4SiSnS6,"{""Li"": 4.0, ""Si"": 1.0, ""Sn"": 1.0, ""S"": 6.0}",False,0.7,9,Conclusion,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_1,SSEs,EsS2,"{""S"": 2.0, ""Es"": 1.0}",False,0.65,1,Supplementary,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_3,LGPS,Li10Ge(PS6)2,"{""Li"": 10.0, ""Ge"": 1.0, ""P"": 2.0, ""S"": 12.0}",True,0.5,1,Introduction,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_4,Li6PS5Cl,Li6PS5Cl,"{""Li"": 6.0, ""P"": 1.0, ""S"": 5.0, ""Cl"": 1.0}",False,0.5,1,Introduction,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_5,Li7P3S11,Li7P3S11,"{""Li"": 7.0, ""P"": 3.0, ""S"": 11.0}",False,0.5,1,Introduction,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_6,Li3PS4,Li3PS4,"{""Li"": 3.0, ""P"": 1.0, ""S"": 4.0}",False,0.5,1,Introduction,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_12,lithium metal,Li,"{""Li"": 1.0}",True,0.5,11,Methods,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_13,S5I,S5I,"{""S"": 5.0, ""I"": 1.0}",False,0.5,11,Methods,Text
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,MAT_11,Li3YCl6,Li3YCl6,"{""Li"": 3.0, ""Y"": 1.0, ""Cl"": 6.0}",False,0.2,10,Boilerplate,Text
Article 7 2.pdf,MAT_1,LiPS70,LiPS70,"{""Li"": 1.0, ""P"": 1.0, ""S"": 70.0}",False,0.85,4,Results,Text
Article 7 2.pdf,MAT_2,LiPS,LiPS,"{""Li"": 1.0, ""P"": 1.0, ""S"": 1.0}",False,0.5,6,Methods,Text
Article 7 2.pdf,MAT_6,NaSiS,NaSiS,"{""Na"": 1.0, ""Si"": 1.0, ""S"": 1.0}",False,0.5,6,Methods,Text
Article 7 2.pdf,MAT_7,LiBP,LiBP,"{""Li"": 1.0, ""B"": 1.0, ""P"": 1.0}",False,0.5,6,Methods,Text
Article 7 2.pdf,MAT_8,KINISI,KSI3N,"{""K"": 1.0, ""I"": 3.0, ""N"": 1.0, ""S"": 1.0}",False,0.5,7,Methods,Text
Article 7 2.pdf,MAT_3,PS4,PS4,"{""P"": 1.0, ""S"": 4.0}",False,0.15,6,Methods,Text
Article 7 2.pdf,MAT_4,P2S6,PS3,"{""P"": 2.0, ""S"": 6.0}",False,0.15,6,Methods,Text
Article 7 2.pdf,MAT_5,P2S7,P2S7,"{""P"": 2.0, ""S"": 7.0}",False,0.15,6,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_2,III,I,"{""I"": 3.0}",False,0.85,5,Supplementary,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_4,Li(BH)6,Li(BH)6,"{""Li"": 1.0, ""B"": 6.0, ""H"": 6.0}",False,0.85,7,Results,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_34,LiB,LiB,"{""Li"": 1.0, ""B"": 1.0}",False,0.85,7,Results,Table
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_35,PS,PS,"{""P"": 1.0, ""S"": 1.0}",False,0.85,7,Results,Table
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_5,LiBH4,LiBH4,"{""Li"": 1.0, ""B"": 1.0, ""H"": 4.0}",False,0.7,8,Results,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_6,LiI,LiI,"{""Li"": 1.0, ""I"": 1.0}",False,0.7,8,Results,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_9,FV,VF,"{""F"": 1.0, ""V"": 1.0}",False,0.65,9,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_3,Li7P3S11,Li7P3S11,"{""Li"": 7.0, ""P"": 3.0, ""S"": 11.0}",False,0.5,6,Results,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_10,Li2S–P2S5,Li2S-P2S5,"{""Li"": 2.0, ""S"": 6.0, ""P"": 2.0}",False,0.5,12,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_11,NaB3H8,NaB3H8,"{""Na"": 1.0, ""B"": 3.0, ""H"": 8.0}",False,0.5,12,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_12,Sodium Metal,Na,"{""Na"": 1.0}",True,0.5,12,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_13,FV0.5,V0.5F1,"{""F"": 1.0, ""V"": 0.5}",False,0.5,14,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_14,LiB3H8,LiB3H8,"{""Li"": 1.0, ""B"": 3.0, ""H"": 8.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_15,Li3PS4,Li3PS4,"{""Li"": 3.0, ""P"": 1.0, ""S"": 4.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_16,Li48P16S61,Li48P16S61,"{""Li"": 48.0, ""P"": 16.0, ""S"": 61.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_17,LiPaO3,LiPaO3,"{""Li"": 1.0, ""Pa"": 1.0, ""O"": 3.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_18,LiGa(GeSe3)2,LiGa(GeSe3)2,"{""Li"": 1.0, ""Ga"": 1.0, ""Ge"": 2.0, ""Se"": 6.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_19,Li3SbS3,Li3SbS3,"{""Li"": 3.0, ""Sb"": 1.0, ""S"": 3.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_20,Li3BiS3,Li3BiS3,"{""Li"": 3.0, ""Bi"": 1.0, ""S"": 3.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_21,LiUI6,LiUI6,"{""Li"": 1.0, ""U"": 1.0, ""I"": 6.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_22,Li6NCl3,Li6NCl3,"{""Li"": 6.0, ""N"": 1.0, ""Cl"": 3.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_23,Li3As7,Li3As7,"{""Li"": 3.0, ""As"": 7.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_24,Li20Si3P3S23Cl,Li20Si3P3S23Cl,"{""Li"": 20.0, ""Si"": 3.0, ""P"": 3.0, ""S"": 23.0, ""Cl"": 1.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_25,Li3P7,Li3P7,"{""Li"": 3.0, ""P"": 7.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_26,Li4GeS4,Li4GeS4,"{""Li"": 4.0, ""Ge"": 1.0, ""S"": 4.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_27,Li4Bi2S7,Li4Bi2S7,"{""Li"": 4.0, ""Bi"": 2.0, ""S"": 7.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_28,Li6PS5I,Li6PS5I,"{""Li"": 6.0, ""P"": 1.0, ""S"": 5.0, ""I"": 1.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_29,Li7PSe6,Li7PSe6,"{""Li"": 7.0, ""P"": 1.0, ""Se"": 6.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_30,Li6AsS5I,Li6AsS5I,"{""Li"": 6.0, ""As"": 1.0, ""S"": 5.0, ""I"": 1.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_31,Li7PS6,Li7PS6,"{""Li"": 7.0, ""P"": 1.0, ""S"": 6.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_32,Li4SnS4,Li4SnS4,"{""Li"": 4.0, ""Sn"": 1.0, ""S"": 4.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_33,WINDOW,HW2INO,"{""W"": 2.0, ""I"": 1.0, ""N"": 1.0, ""H"": 1.0, ""O"": 1.0}",False,0.5,15,Methods,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_7,LGPS,Li10Ge(PS6)2,"{""Li"": 10.0, ""Ge"": 1.0, ""P"": 2.0, ""S"": 12.0}",True,0.35,8,Results,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_8,Li10Ge(PSe6)2,Li10Ge(PSe6)2,"{""Li"": 10.0, ""Ge"": 1.0, ""P"": 2.0, ""Se"": 12.0}",False,0.35,8,Results,Text
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,MAT_1,SSEs,EsS2,"{""S"": 2.0, ""Es"": 1.0}",False,0.15,1,Metadata/Header,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_1,OFF,OF2,"{""O"": 1.0, ""F"": 2.0}",False,0.7,7,Results,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_2,H2O,H2O,"{""H"": 2.0, ""O"": 1.0}",False,0.7,7,Results,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_3,OC,CO,"{""O"": 1.0, ""C"": 1.0}",False,0.7,7,Results,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_4,CPS,PCS,"{""C"": 1.0, ""P"": 1.0, ""S"": 1.0}",False,0.7,9,Results,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_5,FT,HF,"{""F"": 1.0, ""H"": 1.0}",False,0.7,13,Results,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_6,CP2K88,K88P2C,"{""C"": 1.0, ""P"": 2.0, ""K"": 88.0}",False,0.5,15,Methods,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_7,C12H26,H13C6,"{""C"": 12.0, ""H"": 26.0}",False,0.4,25,Supplementary,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_8,H2O-PD,H2O-PH,"{""H"": 3.0, ""O"": 1.0, ""P"": 1.0}",False,0.4,25,Supplementary,Text
A Graph Neural Network for the Era of Large Atomistic Models.pdf,MAT_9,HfO2,HfO2,"{""Hf"": 1.0, ""O"": 2.0}",False,0.4,25,Supplementary,Text
